gold,inflation,sp500,bitcoin
-0.014311262919610268,0.0007525688243108508,0.023201460667203078,-0.12565897390836922
-0.03853657141222577,-0.0025122778125539202,0.02453358864631494,0.11742097403385054
0.02042394975234041,-0.005399417941061246,-0.004188587515997044,-0.1530338938256398
0.040729232614707955,-0.005670100910010967,-0.031040805838410623,-0.3208345911554661
-0.014594187458427998,-0.004705892373473297,0.0548925108906233,0.1692187863458139
-0.040990983673137804,0.0043430449237722435,-0.017396107114219572,-0.039482744245132095
0.014921618517476976,0.00595172161109736,0.008520819822535275,-0.033080266612127596
-0.00047485798074364816,0.002032873254587786,0.010491382304589791,-0.025217565051683266
-0.012888207573951038,0.0050972320254947245,-0.021011671979729973,0.1428471641439928
-0.04285733619342147,0.003502869998528224,0.019742029435184882,0.08202318657329033
-0.01242068612029179,6.7047159295619e-05,-0.0625808182558657,-0.19179341349292278
0.006603879107849764,-0.0014162762828194841,-0.026442831280001355,0.026097984838474142
0.028640640765220216,-0.0015567565753034085,0.08298311781266654,0.33087345446813043
-0.05940163664536968,-0.00044968375044651676,0.0005048691103348713,0.20102440116169817
-0.01844103389600027,-0.0021106803790814643,-0.017530185032692547,0.14111584042334835
0.02558978280791191,-0.0034170964371187385,-0.0507353220469523,-0.14353164550335495
0.09057413145561344,0.0016531022090686687,-0.0041283603090035426,0.1869201782530443
0.0430323049846304,0.000823076533454925,0.06599111444005845,-0.047905257361022247
-0.0038995050998464897,0.004306000143392774,0.0026993982833325436,0.07580223285826304
0.014743220035893456,0.004741067979104008,0.015324602525288444,0.18528810865728507
0.01097435612480191,0.004045790998115084,0.0009109212401243738,0.267133482515288
0.0501334819956345,0.0032843661672818936,0.035609800753315435,-0.07226091363837561
0.0025661175284819038,-0.001618136404749948,-0.0012192428990193127,-0.07877467481283995
-0.01062227926682946,0.0009184301078843937,-0.0012344511393173052,0.05953895392492492
-0.04348576606076493,0.002403995864628916,-0.01942567890903446,0.14963386101258402
-0.02256706245975948,0.0012467485130143174,0.034174521829295035,0.06379569363246373
-0.07105417832721783,-0.0015554608673349346,0.01820076244186586,0.29241603846732334
0.03513646048960006,0.0003273213923173923,0.01788435819838252,0.0069105914453346795
0.03416095947840447,0.0058277278902547636,0.03719816006681631,0.21595868186786293
-0.0018866700719155638,0.0031461173864164582,-0.0003891971352694146,-0.09168024158133425
0.029313690688453686,0.0008127978719472129,0.009091208748854607,0.25760640233007415
-0.017282878901471843,0.002965533365326678,0.011576251246328662,0.6962881886175261
0.012870507930134556,0.0008547218268963874,0.004813775207812565,0.08503732203904124
-0.020754362443777374,0.0009071110148610728,0.019348826001101882,0.1590187138252983
0.03774593150352201,-0.0006899226388520363,0.000546433019853243,0.6357682893335714
0.02756062166463824,0.0029944522971085963,0.019302978562167672,-0.07753559993486048
-0.027613331359217175,0.005294905893230117,0.02218813506615125,0.490857872534338
0.0019614625701875887,-0.0006320421037276924,0.028082627806563343,0.5820913617038146
-0.013649587083430448,2.4324685907517463e-05,0.009831630594270502,0.38332560700831686
0.05304288466066298,-0.0005878322772623346,0.05617870412552817,-0.2779873889765003
0.0007247850217098062,0.0054477454527752656,-0.0389473718793677,0.01729762831430781
-0.0061577102584770005,0.004534689974865724,-0.02688449860055664,-0.32933289195230186
0.007370458718641837,0.002261125904149175,0.0027187749953683227,0.32508931486552783
-0.023749898901546662,0.003975091563348965,0.0216083418545836,-0.18899090636955884
-0.01648642470416939,0.004158916925434797,0.00484243626760783,-0.14546906906923485
-0.034366357128706504,0.001593875701543901,0.03602155617289915,0.21493440677701425
-0.029243237829385316,6.746326228523891e-05,0.030263211276748248,-0.09547787382631245
-0.0022140700365016475,0.0005555423283571947,0.0042942874264617625,-0.05854569531478648
0.012948654017101546,0.0011620251758901468,-0.0694033560936963,-0.04647911923788062
0.00539133928145108,0.001766763455725906,0.01785935665477978,-0.3641157586308523
0.023427974862336276,-0.0033493485181009808,-0.09177689467997252,-0.06834696566607801
0.033397419126689254,-0.0031939628151310684,0.07868440166582613,-0.07612356870220793
0.02177481167207329,0.0019065966652469513,0.029728889343927145,0.11481100996301064
-0.013236547692564216,0.004227053140096748,0.01792425624958849,0.06501500628284007
-0.011238698719021722,0.005641358356806014,0.03931349831373798,0.3033373027134043
-0.004030598376888128,0.0052950016128905375,-0.0657777313668354,0.6024930169843181
0.059282940598537115,0.0021287585893843275,0.0689301639982407,0.2615491059763946
0.04131284192425699,0.00019914718148150712,0.013128152166957952,-0.06762659169975282
0.05831355757872658,0.0016709416224534035,-0.018091627240523933,-0.04511011809653387
0.008839745054111114,-5.066823608290694e-05,0.017181177931020697,-0.13880620175879976
-0.01030962646722311,0.0007834485769300237,0.020431770513684056,0.10920318228969639
-0.015282669851113706,0.002286190552229783,0.034047037714499906,-0.17717702319288364
0.005505730266773812,-0.0005362430346691482,0.02858981890573009,-0.049676241482360384
0.05448759311498108,-0.0009097695250538385,-0.0016280928190489652,0.2998401967804065
0.024444660875983848,0.003879769937814803,-0.08411048363840312,-0.08031850220938352
-0.003161085251729756,0.002740618131495287,-0.12511928240892822,-0.25127763817906135
0.054127210804109094,-0.002176451031784654,0.1268440381652789,0.3447789622973987
0.02122997803610649,-0.006686941866997254,0.04528181966555822,0.09268347922592213
0.01068661890765088,1.9501616683959e-05,0.01838839651392421,-0.03414685859834776
0.061576141616763724,0.005472046927775365,0.055101321480443666,0.23916341299202126
0.10913311390058822,0.005058243501669724,0.07006466690171775,0.031558666829373916
-0.019885389626291827,0.0031532105240814623,-0.039227970178423055,-0.07646741624866227
-0.03987806706311525,0.0013927469432666317,-0.027665786221379718,0.2774826571994713
-0.009785041378233439,0.0004149377593360981,0.10754563544385909,0.42412327784587234
-0.05692509855453354,-0.0006106272178441063,0.03712145909357001,0.4777317406819952
0.07568832906030543,0.0009414784670425114,-0.011136660755445171,0.14180671257807753
-0.027772020725388535,0.00425378348702754,0.026091451377448394,0.36308750593185835
-0.06965465785546798,0.005474382793923205,0.042438632533165155,0.30531110959161056
-0.01878902446010189,0.007083273133749568,0.05242532134755851,-0.01983502064985121
0.03479479245723627,0.008218909154060094,0.00548648867060697,-0.35354559593768997
0.07977433004231327,0.008017105154762838,0.022214009565834747,-0.061394166136132355
-0.07267882334500242,0.00929066290235725,0.02274805482838871,0.18793385485014968
0.02377732702276325,0.004810523526293853,0.028990416255438634,0.13310109524397706
-0.000165107319757829,0.00206591136361145,-0.047569168801901096,-0.07157155076874966
-0.03275169262949307,0.002715970859058281,0.0691438364006065,0.40026728587587357
0.015991349874800775,0.008308118552003085,0.016810756950568884,-0.017008211350899916
